iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
29026	0.8696	976	25	None	-0.975	-4.7065	-3.5125	582.2006	9.2479	{"0": 25, "-1": 976}	3067.7053
30027	0.8651	954	47	None	-0.953	-3.9128	-3.3769	500.6478	14.284	{"0": 47, "-1": 954}	3087.7309
31028	0.8606	961	40	None	-0.96	-4.2218	-3.0731	661.1696	10.1356	{"0": 40, "-1": 961}	3105.9377
32029	0.856	947	54	None	-0.9461	-4.116	-2.7925	459.1988	10.1044	{"0": 54, "-1": 947}	3125.3483
33030	0.8515	984	17	None	-0.983	-4.7066	-1.6512	346.9055	7.7881	{"0": 17, "-1": 984}	3147.1109
34031	0.847	971	30	None	-0.97	-4.4878	-5.7125	206.2453	6.1556	{"0": 30, "-1": 971}	3165.6784
35032	0.8425	979	22	None	-0.978	-4.5977	-6.4181	253.5111	7.4365	{"0": 22, "-1": 979}	3184.7013
36033	0.838	970	31	None	-0.969	-4.8948	-7.0081	351.8615	8.5805	{"0": 31, "-1": 970}	3203.1029
37034	0.8335	988	13	None	-0.987	-5.8638	-5.5362	364.5645	9.0365	{"0": 13, "-1": 988}	3221.6072
38035	0.829	982	19	None	-0.981	-5.4866	-5.8787	240.7379	6.8668	{"0": 19, "-1": 982}	3239.8835
39036	0.8245	971	30	None	-0.97	-5.7197	-1.435	318.9461	7.7162	{"0": 30, "-1": 971}	3258.3728
40037	0.82	995	6	None	-0.994	-5.5563	-4.7581	413.7035	8.7919	{"0": 6, "-1": 995}	3276.8255
41038	0.8155	998	3	None	-0.997	-5.8947	-4.7963	489.489	8.9504	{"0": 3, "-1": 998}	3295.3433
42039	0.811	984	17	None	-0.983	-5.2949	-7.25	651.0147	11.3995	{"0": 17, "-1": 984}	3313.3126
43000	0.8067	950	11	None	-0.9886	-5.0322	-7.7656	505.7995	8.9492	{"0": 11, "-1": 950}	3330.405
44001	0.8022	956	45	None	-0.955	-4.193	-3.0725	417.1279	12.4575	{"0": 45, "-1": 956}	3348.3558
45002	0.7977	943	58	None	-0.9421	-4.6811	-2.4906	533.8083	9.5895	{"0": 58, "-1": 943}	3366.6598
46003	0.7932	924	77	None	-0.9231	-3.7461	-3.115	301.6278	8.2533	{"0": 77, "-1": 924}	3384.4383
47004	0.7887	934	67	None	-0.9331	-4.0148	-4.8894	268.6557	6.8623	{"0": 67, "-1": 934}	3402.2331
48005	0.7842	936	65	None	-0.9351	-4.0555	-4.8856	461.0165	10.5342	{"0": 65, "-1": 936}	3420.0552
49006	0.7797	917	84	None	-0.9161	-3.8088	-5.3413	384.6705	7.3655	{"0": 84, "-1": 917}	3437.9688
50007	0.7751	924	77	None	-0.9231	-4.5093	-8.1081	369.2368	7.2566	{"0": 77, "-1": 924}	3456.574
51008	0.7706	965	36	None	-0.964	-5.0539	-3.8963	274.7669	8.6888	{"0": 36, "-1": 965}	3474.3902
52009	0.7661	947	54	None	-0.9461	-3.6124	-4.2119	356.0457	4.6985	{"0": 54, "-1": 947}	3492.1336
53010	0.7616	950	51	None	-0.9491	-3.9732	-1.825	399.8158	11.5351	{"0": 51, "-1": 950}	3509.9178
54011	0.7571	958	43	None	-0.957	-3.8278	-1.3638	288.1081	7.813	{"0": 43, "-1": 958}	3527.9674
55012	0.7526	938	63	None	-0.9371	-4.0177	-5.5475	247.3256	6.8833	{"0": 63, "-1": 938}	3545.7684
56013	0.7481	973	28	None	-0.972	-4.4815	-4.435	174.4474	6.3125	{"0": 28, "-1": 973}	3563.6318
57014	0.7436	986	15	None	-0.985	-5.0901	-4.9319	242.2323	6.8842	{"0": 15, "-1": 986}	3582.446
58015	0.7391	956	45	None	-0.955	-4.3117	-6.75	299.43	7.0582	{"0": 45, "-1": 956}	3600.531
59016	0.7346	967	34	None	-0.966	-5.1604	-7.2525	324.2196	7.8753	{"0": 34, "-1": 967}	3618.3236
60017	0.7301	960	41	None	-0.959	-5.5402	-6.7162	265.8913	7.2758	{"0": 41, "-1": 960}	3636.0744
61018	0.7256	985	16	None	-0.984	-6.3689	-7.33	279.4769	6.023	{"0": 16, "-1": 985}	3653.904
62019	0.7211	962	39	None	-0.961	-6.3282	-8.1494	332.8109	6.4695	{"0": 39, "-1": 962}	3671.6357
63020	0.7166	990	11	None	-0.989	-6.4962	-6.7075	245.7224	4.2495	{"0": 11, "-1": 990}	3689.3866
64021	0.7121	982	19	None	-0.981	-6.3815	-4.2825	248.9453	7.4157	{"0": 19, "-1": 982}	3707.1232
65022	0.7076	980	21	None	-0.979	-5.6145	-6.0506	244.8671	8.7163	{"0": 21, "-1": 980}	3725.1765
66023	0.7031	992	9	None	-0.991	-7.9372	-4.1338	293.5646	9.6643	{"0": 9, "-1": 992}	3743.1075
67024	0.6986	990	11	None	-0.989	-6.2247	-3.4556	254.4619	5.9156	{"0": 11, "-1": 990}	3761.06
68025	0.6941	961	40	None	-0.96	-6.2374	-8.965	289.1906	8.0526	{"0": 40, "-1": 961}	3779.6246
69026	0.6896	986	15	None	-0.985	-6.4085	-9.3744	397.1958	7.406	{"0": 15, "-1": 986}	3797.8266
70027	0.6851	978	23	None	-0.977	-6.7232	-5.0544	372.7225	10.1685	{"0": 23, "-1": 978}	3815.9194
71028	0.6806	986	15	None	-0.985	-6.4499	-10.6894	477.2844	8.5116	{"0": 15, "-1": 986}	3833.6528
72029	0.676	992	9	None	-0.991	-7.4315	-1.5944	551.3367	9.7299	{"0": 9, "-1": 992}	3851.3942
73030	0.6715	990	11	None	-0.989	-6.647	-8.2181	373.3432	9.3837	{"0": 11, "-1": 990}	3869.4967
74031	0.667	944	57	None	-0.9431	-3.9333	-3.3969	239.3541	6.9018	{"0": 57, "-1": 944}	3887.497
75032	0.6625	928	73	None	-0.9271	-3.7493	-1.8119	337.6863	9.0047	{"0": 73, "-1": 928}	3905.4823
76033	0.658	951	50	None	-0.95	-4.0802	-7.8481	411.8404	8.1859	{"0": 50, "-1": 951}	3923.7431
77034	0.6535	958	43	None	-0.957	-4.1944	-1.6788	405.4052	9.7461	{"0": 43, "-1": 958}	3942.0019
78035	0.649	940	61	None	-0.9391	-4.686	-5.8981	417.7152	9.455	{"0": 61, "-1": 940}	3960.1104
79036	0.6445	953	48	None	-0.952	-3.9049	-3.0637	339.379	8.0563	{"0": 48, "-1": 953}	3978.5307
80037	0.64	979	22	None	-0.978	-4.1789	-3.2675	417.6988	9.1915	{"0": 22, "-1": 979}	3997.3413
81038	0.6355	929	72	None	-0.9281	-3.4147	-4.9656	505.3239	10.5383	{"0": 72, "-1": 929}	4015.5011
82039	0.631	954	47	None	-0.953	-3.7396	-6.8338	342.569	7.9454	{"0": 47, "-1": 954}	4033.4414
83000	0.6267	882	79	None	-0.9178	-3.8919	-4.2581	227.3751	6.1491	{"0": 79, "-1": 882}	4050.8972
84001	0.6222	943	58	None	-0.9421	-4.4693	-1.6375	223.3762	6.2817	{"0": 58, "-1": 943}	4072.064
85002	0.6177	937	64	None	-0.9361	-3.9364	-3.4362	268.3032	6.7613	{"0": 64, "-1": 937}	4089.8881
86003	0.6132	965	36	None	-0.964	-3.9124	-4.7662	226.0385	6.3468	{"0": 36, "-1": 965}	4107.5622
87004	0.6087	939	62	None	-0.9381	-3.7723	-5.535	264.5969	6.3299	{"0": 62, "-1": 939}	4125.2613
88005	0.6042	961	40	None	-0.96	-3.6936	-2.5381	309.4439	7.9124	{"0": 40, "-1": 961}	4142.9689
89006	0.5997	936	65	None	-0.9351	-4.3445	-2.5025	346.3952	8.0391	{"0": 65, "-1": 936}	4160.6682
90007	0.5951	967	34	None	-0.966	-4.8821	-5.1225	369.666	9.4287	{"0": 34, "-1": 967}	4178.3576
91008	0.5906	955	46	None	-0.954	-3.8781	-5.8175	382.2884	9.122	{"0": 46, "-1": 955}	4196.0913
92009	0.5861	969	32	None	-0.968	-4.6087	-4.6906	359.6618	8.3112	{"0": 32, "-1": 969}	4213.7924
93010	0.5816	968	33	None	-0.967	-4.2086	-7.1119	359.7247	8.1091	{"0": 33, "-1": 968}	4231.5426
94011	0.5771	971	30	None	-0.97	-3.5645	-5.1737	303.5694	7.6984	{"0": 30, "-1": 971}	4249.2936
95012	0.5726	910	91	None	-0.9091	-3.7366	-2.7556	417.7643	8.7474	{"0": 91, "-1": 910}	4267.0297
96013	0.5681	951	50	None	-0.95	-3.8945	-5.6275	351.8188	8.4202	{"0": 50, "-1": 951}	4284.8098
97014	0.5636	913	88	None	-0.9121	-3.6505	-7.4556	302.1044	6.9497	{"0": 88, "-1": 913}	4302.6665
98015	0.5591	952	49	None	-0.951	-4.4297	-3.0244	333.4411	8.4648	{"0": 49, "-1": 952}	4320.5574
99016	0.5546	951	50	None	-0.95	-4.4678	-5.9931	243.4659	5.8966	{"0": 50, "-1": 951}	4338.495
100017	0.5501	968	33	None	-0.967	-4.2927	-4.89	228.8058	5.8184	{"0": 33, "-1": 968}	4356.216
101018	0.5456	924	77	None	-0.9231	-3.588	-4.7162	269.0169	6.988	{"0": 77, "-1": 924}	4373.9508
102019	0.5411	979	22	None	-0.978	-4.5941	-8.2394	245.3186	6.7234	{"0": 22, "-1": 979}	4391.7336
103020	0.5366	902	99	None	-0.9011	-4.1567	-1.9175	280.1693	7.4468	{"0": 99, "-1": 902}	4409.4953
104021	0.5321	963	38	None	-0.962	-4.1528	-5.8969	274.0978	7.5596	{"0": 38, "-1": 963}	4427.234
105022	0.5276	960	41	None	-0.959	-4.0523	-4.755	222.5109	6.7769	{"0": 41, "-1": 960}	4445.0591
106023	0.5231	894	107	None	-0.8931	-2.9276	-4.1519	264.1493	6.6645	{"0": 107, "-1": 894}	4462.7475
107024	0.5186	901	100	None	-0.9001	-3.4336	-4.8681	286.0259	6.6859	{"0": 100, "-1": 901}	4480.465
108025	0.5141	926	75	None	-0.9251	-3.7946	-2.5725	248.3796	7.7387	{"0": 75, "-1": 926}	4498.1678
109026	0.5096	969	32	None	-0.968	-4.5174	-4.885	350.9867	8.5892	{"0": 32, "-1": 969}	4516.1414
110027	0.5051	921	80	None	-0.9201	-3.5558	-3.3475	415.2871	7.8433	{"0": 80, "-1": 921}	4533.9102
111028	0.5006	926	75	None	-0.9251	-3.7283	-4.5594	359.9002	8.5721	{"0": 75, "-1": 926}	4551.6346
112029	0.496	964	37	None	-0.963	-4.4418	-3.6838	204.6653	5.9068	{"0": 37, "-1": 964}	4569.5802
113030	0.4915	932	69	None	-0.9311	-4.2974	-2.5394	352.3648	8.1585	{"0": 69, "-1": 932}	4587.4527
114031	0.487	975	26	None	-0.974	-4.2218	-6.2275	260.1062	7.009	{"0": 26, "-1": 975}	4605.3752
115032	0.4825	963	38	None	-0.962	-4.9418	-8.2	310.3222	7.4463	{"0": 38, "-1": 963}	4623.3142
116033	0.478	979	22	None	-0.978	-4.4659	-4.02	318.9657	7.8372	{"0": 22, "-1": 979}	4641.1867
117034	0.4735	942	59	None	-0.9411	-3.6217	-1.3212	327.269	6.9937	{"0": 59, "-1": 942}	4659.1122
118035	0.469	959	42	None	-0.958	-3.5781	-3.7787	310.1774	6.7448	{"0": 42, "-1": 959}	4676.9752
119036	0.4645	989	12	None	-0.988	-4.7944	-4.7744	307.1489	6.872	{"0": 12, "-1": 989}	4694.9399
120037	0.46	955	46	None	-0.954	-3.5332	-0.74	382.0579	7.8279	{"0": 46, "-1": 955}	4712.9526
121038	0.4555	918	83	None	-0.9171	-4.0825	-5.7493	440.0253	7.867	{"0": 83, "-1": 918}	4730.9051
122039	0.451	970	31	None	-0.969	-4.4685	-3.1206	331.8306	5.6321	{"0": 31, "-1": 970}	4748.9554
123000	0.4467	936	25	None	-0.974	-5.0755	-5.8925	258.8597	5.3249	{"0": 25, "-1": 936}	4766.1094
124001	0.4422	925	76	None	-0.9241	-3.4218	-3.0194	290.7471	5.4944	{"0": 76, "-1": 925}	4784.0312
125002	0.4377	974	27	None	-0.973	-4.3469	-3.4662	347.9247	6.2672	{"0": 27, "-1": 974}	4801.966
126003	0.4332	963	38	None	-0.962	-3.833	-2.9906	510.9431	7.1464	{"0": 38, "-1": 963}	4819.859
127004	0.4287	947	54	None	-0.9461	-4.5041	-0.8131	446.6761	10.489	{"0": 54, "-1": 947}	4838.2262
128005	0.4242	926	75	None	-0.9251	-4.085	-2.0769	375.3607	9.8107	{"0": 75, "-1": 926}	4856.3228
129006	0.4197	937	64	None	-0.9361	-4.0222	-9.3456	369.8787	9.0727	{"0": 64, "-1": 937}	4874.3492
130007	0.4151	975	26	None	-0.974	-3.9837	-2.4287	229.461	7.6859	{"0": 26, "-1": 975}	4892.5321
131008	0.4106	950	51	None	-0.9491	-4.0549	-2.4662	268.2936	5.5266	{"0": 51, "-1": 950}	4910.4848
132009	0.4061	968	33	None	-0.967	-4.428	-4.6431	274.5836	6.1584	{"0": 33, "-1": 968}	4928.5955
133010	0.4016	918	83	None	-0.9171	-3.4188	-4.9844	291.8618	7.2629	{"0": 83, "-1": 918}	4946.515
134011	0.3971	916	85	None	-0.9151	-3.5156	-4.0887	321.0167	6.4646	{"0": 85, "-1": 916}	4964.5048
135012	0.3926	976	25	None	-0.975	-3.935	-4.4494	407.7647	7.5368	{"0": 25, "-1": 976}	4982.3714
136013	0.3881	925	76	None	-0.9241	-4.0917	-2.1581	295.6888	7.4983	{"0": 76, "-1": 925}	5000.4669
137014	0.3836	950	51	None	-0.9491	-4.2346	-2.3606	270.7254	5.9238	{"0": 51, "-1": 950}	5018.3711
138015	0.3791	978	23	None	-0.977	-5.1804	-5.3906	214.3868	5.6229	{"0": 23, "-1": 978}	5036.2533
139016	0.3746	958	43	None	-0.957	-4.2621	-9.3668	444.5107	9.3945	{"0": 43, "-1": 958}	5054.046
140017	0.3701	955	46	None	-0.954	-4.8574	-8.97	323.3695	6.4812	{"0": 46, "-1": 955}	5071.8549
141018	0.3656	945	56	None	-0.9441	-4.0576	-2.1863	344.076	6.4038	{"0": 56, "-1": 945}	5089.8019
142019	0.3611	940	61	None	-0.9391	-3.4349	-3.7944	562.0192	10.3063	{"0": 61, "-1": 940}	5107.9561
143020	0.3566	950	51	None	-0.9491	-4.1929	-6.1887	340.9063	4.3891	{"0": 51, "-1": 950}	5126.6211
144021	0.3521	983	18	None	-0.982	-5.2737	-9.4687	319.3737	8.1543	{"0": 18, "-1": 983}	5147.4494
145022	0.3476	968	33	None	-0.967	-4.6615	-6.6169	383.8758	3.8594	{"0": 33, "-1": 968}	5168.0247
146023	0.3431	958	43	None	-0.957	-3.9357	-0.7481	492.3335	12.677	{"0": 43, "-1": 958}	5188.1374
147024	0.3386	909	92	None	-0.9081	-3.8885	-5.6619	415.905	4.8844	{"0": 92, "-1": 909}	5207.4108
148025	0.3341	960	41	None	-0.959	-4.5593	-0.0225	355.8208	3.5392	{"0": 41, "-1": 960}	5227.4745
149026	0.3296	928	73	None	-0.9271	-3.4183	-0.36	263.1119	9.2566	{"0": 73, "-1": 928}	5245.5475
150027	0.3251	891	110	None	-0.8901	-2.4612	-3.7275	321.2733	4.429	{"0": 110, "-1": 891}	5263.3257
151028	0.3206	963	38	None	-0.962	-4.3799	-5.8781	254.5507	3.7123	{"0": 38, "-1": 963}	5283.5472
152029	0.316	893	108	None	-0.8921	-3.9267	-5.7606	320.8942	3.8364	{"0": 108, "-1": 893}	5301.7954
153030	0.3115	967	34	None	-0.966	-4.7428	-3.1937	210.0312	6.2449	{"0": 34, "-1": 967}	5319.5281
154031	0.307	959	42	None	-0.958	-4.3071	-4.5906	269.8562	7.0782	{"0": 42, "-1": 959}	5337.2648
155032	0.3025	982	19	None	-0.981	-5.4848	-3.1125	350.9377	7.6449	{"0": 19, "-1": 982}	5355.5362
156033	0.298	912	89	None	-0.9111	-3.3966	-1.3056	331.7529	6.8608	{"0": 89, "-1": 912}	5373.2632
157034	0.2935	891	110	None	-0.8901	-3.7043	-3.5225	324.303	6.9235	{"0": 110, "-1": 891}	5391.0901
158035	0.289	967	34	None	-0.966	-4.7224	-2.3188	283.0067	7.6872	{"0": 34, "-1": 967}	5408.8885
159036	0.2845	970	31	None	-0.969	-5.3476	-8.01	181.3664	5.8901	{"0": 31, "-1": 970}	5426.6366
160037	0.28	950	51	None	-0.9491	-3.0127	-1.9006	288.4685	6.9686	{"0": 51, "-1": 950}	5444.3913
161038	0.2755	971	30	None	-0.97	-4.1733	-4.5394	316.8267	7.2609	{"0": 30, "-1": 971}	5462.1206
162039	0.271	933	68	None	-0.9321	-3.6224	-2.8	273.5792	6.8036	{"0": 68, "-1": 933}	5479.8621
163000	0.2667	824	137	None	-0.8574	-3.0863	-3.5544	236.6574	6.1745	{"0": 137, "-1": 824}	5496.9504
164001	0.2622	970	31	None	-0.969	-4.1369	-6.2213	361.0322	7.5249	{"0": 31, "-1": 970}	5514.7463
165002	0.2577	972	29	None	-0.971	-4.3999	-1.3788	291.98	6.7615	{"0": 29, "-1": 972}	5532.4357
166003	0.2532	963	38	None	-0.962	-3.8007	-0.81	223.3841	6.0343	{"0": 38, "-1": 963}	5550.22
167004	0.2487	930	71	None	-0.9291	-3.852	-5.9888	257.3428	6.7354	{"0": 71, "-1": 930}	5569.1116
168005	0.2442	994	7	None	-0.993	-4.2921	-2.0244	380.4071	8.283	{"0": 7, "-1": 994}	5589.5633
169006	0.2397	896	105	None	-0.8951	-3.4945	-3.1975	448.4834	9.4401	{"0": 105, "-1": 896}	5610.6162
170007	0.2351	855	146	None	-0.8541	-3.0159	-2.3056	514.1492	9.5484	{"0": 146, "-1": 855}	5628.3797
171008	0.2306	955	46	None	-0.954	-4.5774	-6.4062	422.5171	9.2522	{"0": 46, "-1": 955}	5647.4897
172009	0.2261	861	140	None	-0.8601	-3.1365	-1.1588	272.6867	7.4134	{"0": 140, "-1": 861}	5665.7664
173010	0.2216	917	84	None	-0.9161	-3.9819	-5.3712	337.4103	7.6925	{"0": 84, "-1": 917}	5686.9499
174011	0.2171	969	32	None	-0.968	-4.5089	-6.8537	341.6567	7.0322	{"0": 32, "-1": 969}	5704.7088
175012	0.2126	956	45	None	-0.955	-3.2839	-2.22	333.566	7.6087	{"0": 45, "-1": 956}	5722.4978
176013	0.2081	920	81	None	-0.9191	-3.6621	-4.1319	443.6468	8.2195	{"0": 81, "-1": 920}	5740.3055
177014	0.2036	964	37	None	-0.963	-4.5335	-6.675	341.4758	7.3105	{"0": 37, "-1": 964}	5758.043
178015	0.1991	955	46	None	-0.954	-4.1907	-4.2363	245.9478	6.0052	{"0": 46, "-1": 955}	5775.7622
179016	0.1946	914	87	None	-0.9131	-3.519	-3.4712	315.208	7.2259	{"0": 87, "-1": 914}	5793.4928
180017	0.1901	882	119	None	-0.8811	-3.4296	-1.7137	506.1863	8.8844	{"0": 119, "-1": 882}	5811.264
181018	0.1856	956	45	None	-0.955	-3.2566	-8.15	422.2139	9.3144	{"0": 45, "-1": 956}	5829.0205
182019	0.1811	895	106	None	-0.8941	-3.7526	-7.2131	249.2679	6.3111	{"0": 106, "-1": 895}	5846.8084
183020	0.1766	920	81	None	-0.9191	-3.1039	-3.5225	226.9908	6.1967	{"0": 81, "-1": 920}	5864.6815
184021	0.1721	908	93	None	-0.9071	-3.1823	-0.2319	352.0431	7.4401	{"0": 93, "-1": 908}	5882.7487
185022	0.1676	907	94	None	-0.9061	-3.7352	-9.1075	331.7904	7.7509	{"0": 94, "-1": 907}	5900.4812
186023	0.1631	1001	None	None	-1.0	-5.4953	-3.7494	342.912	6.7233	{"-1": 1001}	5918.271
187024	0.1586	881	120	None	-0.8801	-5.6752	-3.3162	385.6823	7.815	{"0": 120, "-1": 881}	5936.0128
188025	0.1541	831	170	None	-0.8302	-3.565	-3.2369	392.8717	7.1685	{"0": 170, "-1": 831}	5953.9238
189026	0.1496	955	46	None	-0.954	-5.2175	-4.5118	338.4463	6.6921	{"0": 46, "-1": 955}	5971.9824
190027	0.1451	912	89	None	-0.9111	-3.418	-0.3481	252.2182	6.0902	{"0": 89, "-1": 912}	5989.8445
191028	0.1406	971	30	None	-0.97	-4.1005	-0.2219	347.2746	6.9118	{"0": 30, "-1": 971}	6007.637
192029	0.136	918	83	None	-0.9171	-2.254	-3.3044	354.1037	7.3021	{"0": 83, "-1": 918}	6025.3553
193030	0.1315	959	42	None	-0.958	-3.8087	-3.5638	354.12	7.6471	{"0": 42, "-1": 959}	6043.1889
194031	0.127	954	47	None	-0.953	-4.8637	-6.2662	312.2234	8.0084	{"0": 47, "-1": 954}	6060.9076
195032	0.1225	906	95	None	-0.9051	-2.7553	-3.7018	400.13	8.4703	{"0": 95, "-1": 906}	6078.6787
196033	0.118	934	67	None	-0.9331	-3.5505	-2.9369	296.0572	7.2744	{"0": 67, "-1": 934}	6096.4725
197034	0.1135	965	36	None	-0.964	-3.465	-4.2219	308.2374	7.0452	{"0": 36, "-1": 965}	6114.3276
198035	0.109	984	17	None	-0.983	-4.2905	-4.7188	326.869	7.0646	{"0": 17, "-1": 984}	6132.2023
199036	0.1045	941	60	None	-0.9401	-3.8583	-6.0938	389.4577	7.3123	{"0": 60, "-1": 941}	6150.2027
200037	0.1	984	17	None	-0.983	-4.2396	-3.1738	358.2805	6.9685	{"0": 17, "-1": 984}	6168.2654
