iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
133000	0.7606	178	781	None	0.173	-0.3937	-0.2344	8.6774	29.2235	{"0": 781, "10": 35, "-1": 178}	11577.6151
134003	0.7588	183	791	None	0.1067	-0.3708	0.0444	6.1423	29.2035	{"0": 791, "10": 29, "-1": 183}	11669.6724
135011	0.757	199	767	None	0.2192	-0.6979	-0.2275	12.6986	25.9224	{"0": 767, "10": 42, "-1": 199}	11763.8862
136002	0.7552	216	737	None	0.1655	0.2771	-0.4587	10.0346	31.1874	{"0": 737, "10": 38, "-1": 216}	11856.3182
137014	0.7534	202	780	None	0.0968	-0.376	-0.2237	9.074	27.997	{"0": 780, "10": 30, "-1": 202}	11947.7298
138002	0.7516	197	760	None	0.1144	0.0875	0.11	9.9346	28.434	{"0": 760, "10": 31, "-1": 197}	12038.2831
139006	0.7498	187	786	None	0.1225	0.025	-0.0037	9.8857	28.8475	{"0": 786, "10": 31, "-1": 187}	12129.9497
140013	0.748	179	786	None	0.2393	-0.2458	-0.1112	12.7441	29.5584	{"0": 786, "10": 42, "-1": 179}	12223.5822
141013	0.7462	199	763	None	0.181	-0.2286	-0.1856	9.0559	28.9	{"0": 763, "10": 38, "-1": 199}	12316.0776
142007	0.7444	159	805	None	0.1419	0.075	0.1419	6.5703	27.8992	{"0": 805, "10": 30, "-1": 159}	12407.6076
143008	0.7426	189	778	None	0.1508	-0.7187	0.1131	8.0099	25.7255	{"0": 778, "10": 34, "-1": 189}	12501.0172
144011	0.7408	205	769	None	0.0847	0.0438	-0.1593	8.1355	27.7076	{"0": 769, "10": 29, "-1": 205}	12593.434
145001	0.739	181	765	None	0.2616	0.0195	0.0813	9.4877	32.919	{"0": 765, "10": 44, "-1": 181}	12686.8874
146006	0.7372	156	809	None	0.2428	-0.475	-0.23	9.621	23.0778	{"0": 809, "10": 40, "-1": 156}	12781.6263
147001	0.7354	167	788	None	0.2342	0.0313	0.1906	7.6886	30.7581	{"0": 788, "10": 40, "-1": 167}	12874.7295
148000	0.7336	200	762	None	0.1702	-0.8062	-0.1287	9.4845	29.9659	{"0": 762, "10": 37, "-1": 200}	12967.3787
149008	0.7318	164	816	None	0.1151	0.3195	0.2925	7.8427	26.8113	{"0": 816, "10": 28, "-1": 164}	13059.5335
150013	0.73	168	803	None	0.1711	0.5708	0.1538	5.3925	29.8501	{"0": 803, "10": 34, "-1": 168}	13152.8189
151011	0.7282	215	752	None	0.0952	-0.0993	-0.0756	6.9827	31.7625	{"0": 752, "10": 31, "-1": 215}	13244.9319
152000	0.7264	178	781	None	0.1234	-0.3781	-0.1994	8.1032	27.3077	{"0": 781, "10": 30, "-1": 178}	13337.0532
153007	0.7246	151	827	None	0.138	-0.6083	-0.3844	6.4404	26.3977	{"0": 827, "10": 29, "-1": 151}	13429.8073
