iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
59002	0.469	112	792	None	0.8112	0.6459	0.175	11.0024	27.0574	{"0": 792, "10": 92, "-1": 112}	8244.5124
60008	0.46	102	813	None	0.8032	0.101	0.0556	9.5715	34.8334	{"0": 813, "10": 91, "-1": 102}	8398.8154
61014	0.451	79	818	None	1.005	-0.101	0.0613	10.5574	31.4483	{"0": 818, "10": 109, "-1": 79}	8555.3761
62006	0.442	105	792	None	0.8518	0.2642	0.5382	9.3797	31.7619	{"0": 792, "10": 95, "-1": 105}	8707.0341
63013	0.433	89	809	None	0.994	0.2	0.3638	9.4354	28.7246	{"0": 809, "10": 109, "-1": 89}	8864.1674
64005	0.4241	84	794	None	1.0645	0.5021	0.3644	10.0024	38.5248	{"0": 794, "10": 114, "-1": 84}	9022.7985
65001	0.415	70	810	None	1.0944	0.575	0.5007	8.6262	35.392	{"0": 810, "10": 116, "-1": 70}	9179.1694
66002	0.406	85	812	None	0.954	0.5447	0.4163	8.7253	29.6843	{"0": 812, "10": 104, "-1": 85}	9334.3139
67004	0.3971	112	805	None	0.7365	0.5312	0.1575	7.3111	28.4792	{"0": 805, "10": 85, "-1": 112}	9487.0972
68012	0.388	98	801	None	0.9841	0.0646	0.1956	8.4129	31.5409	{"0": 801, "10": 109, "-1": 98}	9643.0819
69005	0.3791	84	778	None	1.2346	0.0583	0.3294	7.3945	28.624	{"0": 778, "10": 131, "-1": 84}	9802.0731
70008	0.37	78	805	None	1.1186	0.2898	0.4438	7.9543	36.3697	{"0": 805, "10": 120, "-1": 78}	9959.6046
71006	0.3611	89	790	None	1.1032	0.3173	0.2625	7.2097	30.4533	{"0": 790, "10": 119, "-1": 89}	10117.7751
72011	0.352	96	822	None	0.7701	0.2813	0.4338	7.2626	34.7483	{"0": 822, "10": 87, "-1": 96}	10272.2444
73006	0.3431	89	804	None	0.9357	0.3307	0.36	7.651	25.1308	{"0": 804, "10": 102, "-1": 89}	10425.5613
74004	0.3341	123	823	None	0.3978	0.2776	0.2369	5.2955	22.0023	{"0": 823, "10": 52, "-1": 123}	10569.0056
75009	0.3251	80	835	None	0.8159	0.082	0.025	7.4922	27.8749	{"0": 835, "10": 90, "-1": 80}	10727.7408
76007	0.316	93	811	None	0.8487	0.5799	0.4094	6.8232	29.4509	{"0": 811, "10": 94, "-1": 93}	10879.8008
77000	0.3071	70	803	None	1.138	-0.0443	-0.08	6.2102	22.1697	{"0": 803, "10": 120, "-1": 70}	11037.4966
78008	0.2981	113	878	None	0.0565	0.0952	-0.0075	2.008	16.0768	{"0": 878, "10": 17, "-1": 113}	11174.6875
79004	0.289	74	843	None	0.7189	0.0983	0.5094	4.6564	14.5492	{"0": 843, "10": 79, "-1": 74}	11325.4744
80001	0.28	107	861	None	0.1836	0.6016	0.3706	3.1088	13.8732	{"0": 861, "10": 29, "-1": 107}	11462.9184
81002	0.271	67	842	None	0.8521	0.5573	0.4181	6.2014	24.8764	{"0": 842, "10": 92, "-1": 67}	11614.587
82010	0.262	41	792	None	1.6954	0.2521	0.1932	5.7635	22.4315	{"0": 792, "10": 175, "-1": 41}	11787.5839
83006	0.253	55	776	None	1.6014	0.5447	0.5719	4.1974	22.6287	{"0": 776, "10": 165, "-1": 55}	11957.8826
84000	0.244	52	795	None	1.4266	0.575	0.4306	4.56	17.8704	{"0": 795, "10": 147, "-1": 52}	12117.6798
85001	0.235	43	781	None	1.7253	0.575	0.4125	3.4053	20.5563	{"0": 781, "10": 177, "-1": 43}	12283.9708
86012	0.226	37	775	None	1.9318	0.2605	0.4982	3.3315	21.1282	{"0": 775, "10": 199, "-1": 37}	12457.4684
87000	0.217	28	757	None	2.0263	0.6459	0.6263	4.104	27.2079	{"0": 757, "10": 203, "-1": 28}	12628.8877
88004	0.2081	33	765	None	2.0189	0.4782	0.4325	3.2103	22.2505	{"0": 765, "10": 206, "-1": 33}	12803.8117
89005	0.1991	58	868	None	0.6913	0.3104	0.1688	2.0023	13.9728	{"0": 868, "10": 75, "-1": 58}	12952.1185
90013	0.19	52	872	None	0.7817	0.2333	0.4194	2.6983	18.4185	{"0": 872, "10": 84, "-1": 52}	13105.4052
91001	0.1811	33	791	None	1.6265	0.5938	0.5644	2.6488	16.7106	{"0": 791, "10": 164, "-1": 33}	13270.4779
92001	0.172	28	810	None	1.592	0.6459	0.6313	3.2704	20.1681	{"0": 810, "10": 162, "-1": 28}	13435.6502
93001	0.1631	27	720	None	2.503	0.2535	0.4807	2.2381	18.1504	{"0": 720, "10": 253, "-1": 27}	13617.2124
94002	0.1541	34	765	None	1.984	0.2266	0.4813	2.8838	21.3733	{"0": 765, "10": 202, "-1": 34}	13790.7648
95000	0.145	20	755	None	2.2144	0.6016	0.5313	2.4677	16.7125	{"0": 755, "10": 223, "-1": 20}	13968.0719
96011	0.136	17	782	None	2.0801	0.4917	0.5219	2.0654	16.0881	{"0": 782, "10": 212, "-1": 17}	14145.5004
97005	0.127	27	803	None	1.6227	0.5799	0.5538	1.9248	12.3367	{"0": 803, "10": 164, "-1": 27}	14315.6127
98003	0.118	29	803	None	1.6343	0.5573	0.555	1.5394	13.0826	{"0": 803, "10": 166, "-1": 29}	14473.7376
99002	0.109	18	709	None	2.7047	0.6016	0.575	1.6027	12.5541	{"0": 709, "10": 272, "-1": 18}	14630.8373
100001	0.1	22	729	None	2.4605	0.7344	0.6269	1.7202	14.3805	{"0": 729, "10": 248, "-1": 22}	14786.335
